blockNumber,timestamp,size,difficulty,transactionCount,internalTxCntSimple,internalTxCntAdvanced,erc20TxCnt,erc721TxCnt,minerAddress,minerExtra,gasLimit,gasUsed,minGasPrice,maxGasPrice,avgGasPrice,txFee
11000117,1601959579,31491,3.330467e+15,157,34,472,162,5,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303036,12499841,11997750,36000000000,350000000000,46453108694.86624,515340323966596964
11000118,1601959581,21525,3.332094e+15,43,4,505,226,4,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303036,12505210,12500542,36000000000,67000000000,41795805291.46512,465194857227848447
11000119,1601959583,27342,3.333721e+15,135,24,416,105,5,0x99c85bb64564d9ef9a99621301f22c9993cb89e3,0x626565706f6f6c2e6f72675f36,12517421,12494940,35000000000,93000000000,46534821975.40741,526409178339510292
11000120,1601959593,35836,3.333721e+15,196,46,532,173,2,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d6575312d35,12505198,12503856,36000000000,351000000000,55153752689.27041,626869715379019198
11000121,1601959601,40026,3.335348e+15,164,22,468,109,7,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303036,12511303,12408653,33000001459,62000000000,37106536781.29269,452548096946037108
11000122,1601959602,32176,3.336977e+15,164,16,377,140,17,0x829bd824b016326a401d083b33d092293333a830,0x7070796520e4b883e5bda9e7a59ee4bb99e9b1bc0301,12499086,12480075,32000001347,207769253910,47365282816.414635,543633328954925604
11000123,1601959610,23427,3.338606e+15,30,80,378,224,4,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d65752d77657374312d312d67657468,12486881,12472472,32000000000,62000000000,43213467038.166664,456932413422396511
11000124,1601959613,23080,3.340237e+15,49,10,392,257,2,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d65752d77657374332d312d67657468,12499074,12496257,32000000000,90000000000,43985529163.36735,478928232048900627
11000125,1601959614,6894,3.341868e+15,46,286,344,24,3,0x829bd824b016326a401d083b33d092293333a830,0x7070796520e4b883e5bda9e7a59ee4bb99e9b1bc0007,12486869,12471781,32000000000,148000005836,43541514834.347824,444334134046868798
11000126,1601959616,20607,3.343499e+15,112,159,355,70,11,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d65752d6e6f727468312d332d67657468,12499062,12491822,32000000000,200000000000,48993465563.11607,497161454938783138
11000127,1601959622,6978,3.345132e+15,39,289,374,29,0,0x1ca43b645886c98d7eb7d27ec16ea59f509cbe1a,0x4d696e65642042792056696142544320555332,12486857,12473315,32000000000,67000000000,42414983207.89744,439140828391710507
11000128,1601959626,11278,3.346765e+15,52,277,361,49,0,0x99c85bb64564d9ef9a99621301f22c9993cb89e3,0x626565706f6f6c2e6f72675f33,12499050,12493282,32000000000,800000000000,76255538910.90384,471184044635650177
11000129,1601959631,21747,3.348399e+15,103,23,384,109,2,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303036,12505145,12498760,32000000000,180000000000,49453240509.33009,526146857697839321
11000130,1601959636,7085,3.350034e+15,35,286,330,17,10,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x6e616e6f706f6f6c2e6f7267,12517356,12503848,32000000000,62000000000,40586873925.48572,429579467593028858
11000131,1601959637,15642,3.35167e+15,77,155,387,79,12,0x4c549990a7ef3fea8784406c1eecc98bf4211fa5,0x6574682d70726f2d686976652d75732d3031,12505134,12500963,32000000000,107000000000,46199547882.22078,488414956923253052
11000132,1601959643,21596,3.353307e+15,83,165,443,96,7,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303035,12511234,12506075,32000000000,93000000000,47007473495.77109,494274893036395442
11000133,1601959646,12271,3.354944e+15,40,148,190,25,3,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303035,12517336,12500447,32000000000,94000000000,42855184653.1,471843208293517378
11000134,1601959648,42773,3.356582e+15,220,43,340,172,1,0x04668ec2f57cc15c381b461b9fedab5d451c8f7f,0x7370696465723038140039a1,12505114,12502482,36000000000,199000000000,52525206035.9,653148076124746427
11000135,1601959672,20076,3.354943e+15,87,165,409,91,4,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d7573322d312d67657468,12492903,12472334,33000001459,120000000000,42311895093.54023,478468097705894699
11000136,1601959676,15258,3.356581e+15,73,153,643,56,9,0x6c3183792fbb4a4dd276451af6baf5c66d5f5e48,0x657468706f6f6c2e6d6178686173682e6f7267,12480704,12479817,32000001347,173019000000,46959898762.69863,490393121673168726
11000137,1601959683,534,3.35822e+15,0,0,0,0,0,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303035,12492891,0,None,None,None,0
11000138,1601959684,23223,3.35986e+15,130,157,318,97,3,0x99c85bb64564d9ef9a99621301f22c9993cb89e3,0x626565706f6f6c2e6f72675f4555,12505090,12496396,32299183130,255000000000,53959331575.56154,526319442139841712
11000139,1601959691,40288,3.361501e+15,203,32,381,170,2,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303036,12511184,12502522,35000000000,199000000000,51524736002.63547,643552489397742445
11000140,1601959708,32131,3.361501e+15,127,40,851,152,0,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303035,12517282,12505513,38000001459,300000000000,59377027954.43307,715131580580962880
11000141,1601959725,64643,3.361501e+15,572,4,24,14,0,0x829bd824b016326a401d083b33d092293333a830,0x7070796520e4b883e5bda9e7a59ee4bb99e9b1bc010a,12505060,12489463,61200000000,100000000000,61945860153.95804,777969718078278784
11000142,1601959744,33748,3.361501e+15,175,33,355,153,2,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d61736961312d35,12492850,12481831,35000000000,120000000000,49191816484.96,588193962324334613
11000143,1601959750,22685,3.363142e+15,84,18,196,63,3,0xd224ca0c819e8e97ba0136b3b95ceff503b79f53,0x7575706f6f6c2e636e,12480651,12472803,5000000000,180000000000,38787450169.416664,485786035068136771
11000144,1601959756,31582,3.364784e+15,151,52,572,164,3,0x6a7a43be33ba930fe58f34e07d0ad6ba7adb9b1f,0x5050594520636f696e6f74726f6e2d65752d36,12468464,12448478,33000000000,93000000000,42420364634.1457,525368869004851471
11000145,1601959766,15290,3.364784e+15,78,219,377,51,5,0x84a0d77c693adabe0ebc48f88b3ffff010577051,0xd883010911846765746888676f312e31342e32856c696e7578,12456289,12439925,32000001347,128000000000,51859163066.20513,471714778535649291
11000146,1601959767,22460,3.366427e+15,101,162,325,66,17,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d7573322d312d67657468,12468452,12449118,32000001347,170000000000,48942086735.84158,497598464191930308
11000147,1601959776,42150,3.366427e+15,254,40,294,141,0,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d65752d77657374342d312d67657468,12480627,12465230,43000000000,350000000000,59421663467.95276,692782964991466180
11000148,1601959816,31621,3.361496e+15,171,38,543,133,2,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303036,12492814,12478320,38000000000,150000000000,48413848325.18129,575760583634709799
11000149,1601959821,19181,3.363137e+15,74,19,369,99,4,0x04668ec2f57cc15c381b461b9fedab5d451c8f7f,0x7370696465723032060160c5,12480615,12474646,35000000000,61200000000,38320117460.74324,482273031870265145
11000150,1601959825,33506,3.364779e+15,133,25,305,91,6,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d65752d6e6f727468312d312d67657468,12492802,12474419,32000001347,87002976190,42203328909.34586,500138087287799356
11000151,1601959832,49939,3.366422e+15,289,36,467,107,0,0xd224ca0c819e8e97ba0136b3b95ceff503b79f53,0x7575706f6f6c2e636e,12480603,12451458,30000000000,150000000000,39772415944.0519,538977139531482810
11000152,1601959846,48332,3.366422e+15,220,34,250,126,0,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303035,12492790,12182770,45000000000,170000000000,64473522054.17273,782831621951587155
11000153,1601959886,41636,3.361491e+15,189,62,482,172,0,0x04668ec2f57cc15c381b461b9fedab5d451c8f7f,0x737069646572303806016429,12480592,12472655,40000000000,78863764284,46355209311.95238,551972643480412238
11000154,1601959892,34773,3.363132e+15,197,40,601,123,1,0x04668ec2f57cc15c381b461b9fedab5d451c8f7f,0x7370696465723038084d8783,12468405,12455816,38500000000,420000000000,59571216128.857864,763607365033223534
11000155,1601959913,32465,3.36149e+15,141,53,620,159,0,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303035,12480580,12451710,38000000000,255000000000,51731955224.0922,601970576809697518
11000156,1601959926,36892,3.36149e+15,161,32,800,130,0,0x04668ec2f57cc15c381b461b9fedab5d451c8f7f,0x7370696465723131095618cc,12468393,12463770,38000000000,750000000000,63852417256.57143,726512014638788062
11000157,1601959938,41543,3.36149e+15,209,32,453,133,3,0x04668ec2f57cc15c381b461b9fedab5d451c8f7f,0x73706964657231310601616f,12456218,12440987,38000000000,190000000000,45701855776.62679,560230109900143777
11000158,1601959956,39556,3.359849e+15,188,54,488,153,1,0x04668ec2f57cc15c381b461b9fedab5d451c8f7f,0x737069646572313109068d36,12444055,12425827,38000000000,190000000000,54436630488.28723,655698663317684469
11000159,1601959968,40833,3.359849e+15,183,46,592,91,5,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303035,12456206,12438623,38000000000,230000000000,45837825690.89617,556205121536034872
11000160,1601959974,42984,3.361489e+15,231,27,375,148,0,0x04668ec2f57cc15c381b461b9fedab5d451c8f7f,0x73706964657230330605dff2,12444043,12440364,48000000000,300000000000,66800377817.40693,818440464929382373
11000161,1601960019,37176,3.354924e+15,161,49,593,161,2,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303035,12456194,12451553,38000000000,105000000000,45167977755.509315,565702635773291210
11000162,1601960022,30788,3.356562e+15,156,43,581,136,1,0x829bd824b016326a401d083b33d092293333a830,0x7070796520e4b883e5bda9e7a59ee4bb99e9b1bc0302,12444031,12427481,41000000000,300000000000,59210050231.583336,701199492866248179
11000163,1601960049,48441,3.354923e+15,213,46,475,199,0,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d6575312d35,12456182,12438226,1000000000,486465923615,42966190780.84038,662675597188756678
11000164,1601960063,40926,3.354923e+15,202,40,541,177,3,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303036,12468345,12462635,38000000000,120000000000,47846858919.54951,609648977153232737
11000165,1601960070,26752,3.356561e+15,52,18,427,61,2,0xd224ca0c819e8e97ba0136b3b95ceff503b79f53,0x7575706f6f6c2e636e2d32,12456170,12446741,5000000000,63000000000,39710873089.36539,491561088450456278
11000166,1601960078,40225,3.3582e+15,196,48,470,161,1,0x99c85bb64564d9ef9a99621301f22c9993cb89e3,0x626565706f6f6c2e6f72675f36,12468333,12457881,38000000000,199000000000,53635558864.42857,640510780018640766
11000167,1601960086,24094,3.36148e+15,112,40,460,133,5,0x99c85bb64564d9ef9a99621301f22c9993cb89e3,0x626565706f6f6c2e6f72675f36,12480508,12196499,37000000000,75000000000,40514285845.75893,473341572230561028
11000168,1601960093,38571,3.363121e+15,180,39,242,89,0,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d65752d77657374332d312d67657468,12492694,12476146,1000000000,357876792000,70872078030.97778,909900134980737651
11000169,1601960119,41958,3.361479e+15,201,37,593,162,0,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d7573312d322d67657468,12500000,12490183,46004000000,150000000000,60379985713.0,769013521724002195
11000170,1601960143,53191,3.359838e+15,223,38,327,172,1,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d65752d6e6f727468312d312d67657468,12487794,12481556,39100001459,180000000000,54300516985.85202,705846876863718272
11000171,1601960153,44439,3.359838e+15,163,39,380,165,0,0xc4aeb20798368c48b27280847e187bb332b9bc77,0x45617379326d696e652d53682d476574682d3100041aac,12475600,12469580,38000000000,199000000000,42573720501.227,520398282153852011
11000172,1601960156,40399,3.361478e+15,204,38,435,184,2,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d6575312d35,12487782,12476495,40000001235,276000000000,59594190837.26961,720307655156217918
11000173,1601960179,33866,3.359837e+15,185,39,497,136,2,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d61736961312d31,12499976,12482702,41000000000,800000000000,62562403751.51351,665805389634946886
11000174,1601960202,41999,3.358196e+15,98,34,490,102,2,0x04668ec2f57cc15c381b461b9fedab5d451c8f7f,0x737069646572303208515202,12487770,12486461,38000000000,154000000000,49859982634.27551,561167473906980858
11000175,1601960205,43112,3.361476e+15,153,58,483,149,2,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303035,12499964,12492093,38000000000,300000000000,55716005959.90196,633269029516200813
11000176,1601960214,44020,3.361476e+15,209,46,411,170,0,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303035,12506057,12500793,47000000000,5362874838636,159678880380.03348,1339856019486580321
11000177,1601960258,51245,3.356552e+15,196,60,611,187,0,0x829bd824b016326a401d083b33d092293333a830,0x7070796520e4b883e5bda9e7a59ee4bb99e9b1bc0303,12493846,12481080,46920001750,250000000000,66585806752.918365,768626353599625020
11000178,1601960302,43069,3.351635e+15,182,50,497,168,2,0x829bd824b016326a401d083b33d092293333a830,0x7070796520e4b883e5bda9e7a59ee4bb99e9b1bc0307,12481646,12474959,44000000000,300000000000,58399561594.32417,687131741670962020
11000179,1601960314,43141,3.351635e+15,192,58,683,175,3,0xb3b7874f13387d44a3398d298b075b7a3505d8d4,0x424142454c504f4f4c2f48454c4c4f5f455448,12493834,12490724,40000001459,150000000000,46815302262.375,575370885256884765
11000180,1601960319,21853,3.353272e+15,78,27,320,90,4,0x04668ec2f57cc15c381b461b9fedab5d451c8f7f,0x737069646572303814147cf5,12481634,12466098,39000001459,95000000000,44843662138.70513,511263960923089116
11000181,1601960324,38647,3.354909e+15,185,43,527,186,1,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303037,12493822,12454349,40000001459,300000000000,54627535507.556755,655720691399233750
11000182,1601960341,44321,3.354909e+15,129,31,328,130,5,0x829bd824b016326a401d083b33d092293333a830,0x7070796520e4b883e5bda9e7a59ee4bb99e9b1bc0106,12481623,12467365,38000000000,220000000000,49395504903.92248,563380121384180758
11000183,1601960351,34006,3.354909e+15,167,49,506,120,2,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d65752d77657374332d312d67657468,12493811,12178180,38000000000,100000000000,40600299468.8024,485304600064709349
11000184,1601960353,30585,3.356547e+15,96,39,469,129,2,0x6ebaf477f83e055589c1188bcc6ddccd8c9b131a,0xd883010915846765746888676f312e31352e31856c696e7578,12481612,12467306,38000000000,200000000000,49034586863.770836,535934712664050662
11000185,1601960359,30835,3.358186e+15,129,28,377,111,3,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x6e616e6f706f6f6c2e6f7267,12493800,12485657,36000001459,300000000000,50819402228.51938,546587597919292087
11000186,1601960363,50643,3.359826e+15,224,124,513,107,2,0x829bd824b016326a401d083b33d092293333a830,0x7070796520e4b883e5bda9e7a59ee4bb99e9b1bc0106,12481601,12470193,44000001604,1075607860934,88515823773.50447,921130850622768076
11000187,1601960383,42744,3.358185e+15,132,46,828,170,4,0x04668ec2f57cc15c381b461b9fedab5d451c8f7f,0x737069646572313111085223,12469413,12468289,36000000000,69100001459,42213034422.59091,516136486360247690
11000188,1601960393,47893,3.358185e+15,243,50,345,164,0,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303036,12481589,12479748,47000000000,430862001293,69931322641.97943,895442490818673944
11000189,1601960424,34214,3.354906e+15,162,47,429,169,0,0x7d6dabd6b5c75291a3258c29b418f5805792a875,0x7a68322f001aba7f,12469401,12468373,40000001459,130000000000,47407930245.049385,594305208495540963
11000190,1601960429,44527,3.356544e+15,194,42,407,163,1,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,0x6e616e6f706f6f6c2e6f7267,12481577,11973346,38000000000,300000000000,53573609084.02062,578704677879787611
11000191,1601960437,49276,3.358183e+15,262,36,348,206,0,0x829bd824b016326a401d083b33d092293333a830,0x7070796520e4b883e5bda9e7a59ee4bb99e9b1bc040e,12469389,12457378,47000000000,390000000000,63231039846.42367,807884434283024402
11000192,1601960490,46952,3.351624e+15,129,56,536,149,0,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303036,12481565,12481537,6000000000,140000001459,50161240419.620155,625329428268089734
11000193,1601960494,36579,3.35326e+15,193,37,519,129,1,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d65752d77657374342d312d67657468,12493753,12486557,1000000000,241000000000,35979793713.487045,553915330742240222
11000194,1601960504,35738,3.35326e+15,148,58,516,154,7,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d65752d77657374312d312d67657468,12500000,12496703,40000000000,72000000000,42946391712.054054,520213280908467122
11000195,1601960506,35229,3.354898e+15,165,53,550,166,0,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x6574682d70726f2d687a6f2d74303036,12506099,12497212,40000001459,5291946649799,178115179132.5394,1140687324015706057
11000196,1601960522,22399,3.354898e+15,99,15,338,127,1,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d65752d6e6f727468312d332d67657468,12493888,12476500,1000000000,84500000000,37165924759.40404,501984139272610975
11000197,1601960526,18529,3.356536e+15,71,18,835,93,12,0x99c85bb64564d9ef9a99621301f22c9993cb89e3,0x626565706f6f6c2e6f72675f36,12506088,12489902,36000000000,150000000000,48801829304.11268,522723947307060274
11000198,1601960532,47010,3.358175e+15,189,39,462,162,0,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x65746865726d696e652d65752d6e6f727468312d332d67657468,12493877,12487074,44040000000,200000000000,57754389319.62963,717944847119013119
11000199,1601960560,38070,3.354895e+15,177,31,570,172,3,0x3ecef08d0e2dad803847e052249bb4f8bff2d5bb,0x76697231,12481677,12477268,1000000000,290268520339,47998213501.22599,605627318043861186
